Paper ID|Paper Title|E-Track ID|E-Track Title|E-Session ID|E-Session Title|Primary Author ID|Primary Author|Primary Author's Country|Authors|Paper's type|Decision|Starting Time|Rank|UTC time|Times Constraints - Day 1|Times Constraints - Day 2|Times Constraints - Day 3
432|Community Detection: Are evolutionary algorithms comparable to standard machine learning methods?|4|Reconstructing Multi-Scale Dynamics|67|Evolutionary computation methods e-session|622|Ami  Hauptman|IL|Ami  Hauptman|Advanced Introduction invited talk|0||||||
368|Implementing artificial evolution on GPGPU-based computing eco-systems with the EASEA-CLOUD massively parallel platform|16|Round Tables, Tutorials and Young Researchers|125|Tutorials|545|Pierre  Collet|FR|Pierre  Collet|Tutorial|2||||||
369|Characterising human exploration behaviour|16|Round Tables, Tutorials and Young Researchers|155|Young Researchers e-session|546|Laura Maria Alessandretti|GB|Laura Maria Alessandretti|Invited talk|0||||||
370|TBA|16|Round Tables, Tutorials and Young Researchers|155|Young Researchers e-session|547|Noé  Gaumont||Noé  Gaumont|Invited talk|0||||||
371|The molecular circuits of tissues and cell types in the human body|16|Round Tables, Tutorials and Young Researchers|155|Young Researchers e-session|548|Arjun  Krishnan|US|Arjun  Krishnan|Invited talk|0|||UTC-4|[13,24]|[13,24]|
372|Bringing density to link streams reveals meaningful groups in contact traces|16|Round Tables, Tutorials and Young Researchers|155|Young Researchers e-session|549|Noé  Gaumont||Noé  Gaumont|Invited talk|0||||||
382|TBA|16|Round Tables, Tutorials and Young Researchers|125|Tutorials|559|Karim  Chine|GB|Karim  Chine|Invited talk|0||||||
383|TBA|16|Round Tables, Tutorials and Young Researchers|155|Young Researchers e-session|560|Federico  Botta||Federico  Botta|Invited talk|0||||||
384|Quantifying crowd size with mobile phone and Twitter data|16|Round Tables, Tutorials and Young Researchers|155|Young Researchers e-session|561|Federico  Botta||Federico  Botta|Invited talk|0|||UTC|[8,23]|[8,23]|
385|Virtual Collaborative Computational Science with R and Python|16|Round Tables, Tutorials and Young Researchers|125|Tutorials|562|Karim  Chine|GB|Karim  Chine|Tutorial|2||||||
386|Slow relaxation of memristive networks|16|Round Tables, Tutorials and Young Researchers|155|Young Researchers e-session|563|Francesco  Caravelli||Francesco  Caravelli|Invited talk|0||||||
388|A Practical Introduction to the GAMA Agent-based Modeling Platform|16|Round Tables, Tutorials and Young Researchers|125|Tutorials|565|Patrick  Taillandier|FR|Patrick  Taillandier,Benoit  Gaudou,An Duc Vo,Arnaud  Grignard,Alexis  Drogoul|Tutorial|2|||UTC-7|[15,24]|[1,6],[15,24]|[1,5]
391|Globalisation and multilingualism &amp; multiculturalism|16|Round Tables, Tutorials and Young Researchers|156|Multilinguism in Digital World e-session|568|Sarita Monjane  Henriksen||Sarita Monjane  Henriksen|Invited talk|0||||||
393|Using thousand of processors is a walk in the park (with OpenMOLE)|16|Round Tables, Tutorials and Young Researchers|125|Tutorials|570|Romain  Reuillon|FR|Romain  Reuillon|Tutorial|2|||UTC+2|[13,18]|[13,18]|
421|TBA|16|Round Tables, Tutorials and Young Researchers|155|Young Researchers e-session|607|Federico  Battiston||Federico  Battiston|Invited talk|0||||||
422|Degree correlations in signed social networks|16|Round Tables, Tutorials and Young Researchers|155|Young Researchers e-session|608|Valerio  Ciotti|GB|Valerio  Ciotti|Invited talk|0||||||
423|Layered social influence promotes multiculturality|16|Round Tables, Tutorials and Young Researchers|155|Young Researchers e-session|609|Federico  Battiston||Federico  Battiston|Invited talk|0||||||
424|Change in International Relations Theory: Introducing Complex Systems|16|Round Tables, Tutorials and Young Researchers|155|Young Researchers e-session|610|Julio César Orihuela|MX|Julio César Orihuela|Invited talk|0||||||
425|TBA|16|Round Tables, Tutorials and Young Researchers|155|Young Researchers e-session|611|Benjamin  Renoust|JP|Benjamin  Renoust|Invited talk|0||||||
426|Towards Social Networks from News Video Analysis|16|Round Tables, Tutorials and Young Researchers|155|Young Researchers e-session|612|Benjamin  Renoust|JP|Benjamin  Renoust|Invited talk|0||||||
427|LinkRbrain: Open data and integrative databases to understand the brain|16|Round Tables, Tutorials and Young Researchers|125|Tutorials|613|Salma  Mesmoudi|FR|Salma  Mesmoudi,Mathieu  Rodic,Claudia  Cioli,Yves  Burnod|Tutorial|2||||||
428|Exploring the English Language via Phonological Networks|16|Round Tables, Tutorials and Young Researchers|155|Young Researchers e-session|617|Massimo  Stella||Massimo  Stella,Markus  Brede|Invited talk|0||||||
430|Empirical Analysis and Modeling of Urban Public Transport Network of So Paulo|16|Round Tables, Tutorials and Young Researchers|155|Young Researchers e-session|620|Sandro Ferreira Sousa|BR|Sandro Ferreira Sousa|Invited talk|0||||||
434|Incremental delta-cliques detection in link stream|16|Round Tables, Tutorials and Young Researchers|155|Young Researchers e-session|624|Arnoux  Thibaud|FR|Arnoux  Thibaud|Invited talk|0||||||
